Date,Value
2000-09-30,36.81496
2000-10-31,37.22954
2000-11-30,37.31246
2000-12-31,36.98079
2001-01-31,36.89788
2001-02-28,36.73204
2001-03-31,36.89788
2001-04-30,37.14663
2001-05-31,37.39537
2001-06-30,37.89288
2001-07-31,38.39037
2001-08-31,38.63912
2001-09-30,38.55621
2001-10-31,38.80495
2001-11-30,39.13662
2001-12-31,38.88787
2002-01-31,38.72204
2002-02-28,38.63912
2002-03-31,38.80495
2002-04-30,38.88787
2002-05-31,39.13662
2002-06-30,39.46829
2002-07-31,39.88287
2002-08-31,40.13162
2002-09-30,40.21454
2002-10-31,40.38037
2002-11-30,40.5462
2002-12-31,40.13162
2003-01-31,40.04871
2003-02-28,40.13162
2003-03-31,40.38037
2003-04-30,40.87787
2003-05-31,40.96079
2003-06-30,41.20954
2003-07-31,41.5412
2003-08-31,41.37537
2003-09-30,41.37537
2003-10-31,41.70704
2003-11-30,41.78995
2003-12-31,41.62412
2004-01-31,41.78995
2004-02-29,41.78995
2004-03-31,41.78995
2004-04-30,41.78995
2004-05-31,42.12162
2004-06-30,42.45329
2004-07-31,42.86787
2004-08-31,43.28245
2004-09-30,43.36537
2004-10-31,43.61412
2004-11-30,43.5312
2004-12-31,43.19954
2005-01-31,43.61412
2005-02-28,43.5312
2005-03-31,43.5312
2005-04-30,43.86287
2005-05-31,43.69703
2005-06-30,43.86287
2005-07-31,44.60912
2005-08-31,44.77495
2005-09-30,44.94078
2005-10-31,45.43828
2005-11-30,45.85286
2005-12-31,45.60411
2006-01-31,45.5212
2006-02-28,45.5212
2006-03-31,45.5212
2006-04-30,45.90373
2006-05-31,46.28626
2006-06-30,47.05132
2006-07-31,47.43385
2006-08-31,47.43385
2006-09-30,47.81638
2006-10-31,48.58145
2006-11-30,48.58145
2006-12-31,48.58145
2007-01-31,48.58145
2007-02-28,48.96398
2007-03-31,48.58145
2007-04-30,48.96398
2007-05-31,49.34651
2007-06-30,49.72904
2007-07-31,50.4941
2007-08-31,50.87663
2007-09-30,50.87663
2007-10-31,51.25916
2007-11-30,51.25916
2007-12-31,51.25916
2008-01-31,51.25916
2008-02-29,51.6417
2008-03-31,52.40676
2008-04-30,52.78929
2008-05-31,53.17182
2008-06-30,53.55435
2008-07-31,54.70195
2008-08-31,55.46701
2008-09-30,55.84954
2008-10-31,56.6146
2008-11-30,56.6146
2008-12-31,56.23206999999999
2009-01-31,56.6146
2009-02-28,56.6146
2009-03-31,56.6146
2009-04-30,57.37966
2009-05-31,57.76219
2009-06-30,58.52726
2009-07-31,61.20497
2009-08-31,61.97004
2009-09-30,62.35256999999999
2009-10-31,63.117630000000005
2009-11-30,64.26522
2009-12-31,64.64775
2010-01-31,65.79535
2010-02-28,65.03028
2010-03-31,65.03028
2010-04-30,65.03028
2010-05-31,65.79535
2010-06-30,66.56041
2010-07-31,68.09053
2010-08-31,68.09053
2010-09-30,68.47306
2010-10-31,69.23813
2010-11-30,69.62066
2010-12-31,70.76825
2011-01-31,71.91584
2011-02-28,70.76825
2011-03-31,70.76825
2011-04-30,71.15078000000001
2011-05-31,71.53331
2011-06-30,72.29838000000002
2011-07-31,73.8285
2011-08-31,74.21103000000002
2011-09-30,75.35862
2011-10-31,75.74115999999998
2011-11-30,76.12368999999998
2011-12-31,75.35862
2012-01-31,75.74115999999998
2012-02-29,76.12368999999998
2012-03-31,76.88875
2012-04-30,78.41887
2012-05-31,78.8014
2012-06-30,79.56646999999998
2012-07-31,81.09659
2012-08-31,81.86164999999998
2012-09-30,82.24418
2012-10-31,83.00924999999998
2012-11-30,83.39178000000001
2012-12-31,83.77431
2013-01-31,84.53936999999999
2013-02-28,85.30443000000001
2013-03-31,85.68696
2013-04-30,86.45203000000002
2013-05-31,87.21709
2013-06-30,88.36468
2013-07-31,89.89480999999996
2013-08-31,90.65987
2013-09-30,91.0424
2013-10-31,92.18999
2013-11-30,92.95506
2013-12-31,91.42493
2014-01-31,90.65987
2014-02-28,91.0424
2014-03-31,91.42493
2014-04-30,92.57253
2014-05-31,93.33759
2014-06-30,94.10265
2014-07-31,96.39783000000001
2014-08-31,96.78036
2014-09-30,96.78036
2014-10-31,96.78036
2014-11-30,96.78036
2014-12-31,96.78036
2015-01-31,97.1629
2015-02-28,96.78036
2015-03-31,97.1629
2015-04-30,97.92796
2015-05-31,98.69302
2015-06-30,99.84061
2015-07-31,100.6057
2015-08-31,100.9882
2015-09-30,101.7533
2015-10-31,102.9009
2015-11-30,103.2834
2015-12-31,102.9009
2016-01-31,102.9009
2016-02-29,102.1358
2016-03-31,102.5183
2016-04-30,103.6659
2016-05-31,105.196
2016-06-30,105.9611
2016-07-31,107.1087
2016-08-31,106.3436
2016-09-30,105.9611
2016-10-31,106.3436
2016-11-30,105.9611
2016-12-31,105.196
2017-01-31,104.8135
2017-02-28,104.8135
2017-03-31,105.196
2017-04-30,105.9611
2017-05-31,106.3436
2017-06-30,107.1087
2017-07-31,109.0214
2017-08-31,109.0214
2017-09-30,109.0214
2017-10-31,109.7864
2017-11-30,110.169
2017-12-31,109.4039
2018-01-31,110.169
2018-02-28,109.7864
2018-03-31,109.7864
2018-04-30,110.169
2018-05-31,110.5515
2018-06-30,111.3165
2018-07-31,115.1419
2018-08-31,115.1419
2018-09-30,115.1419
2018-10-31,115.5244
2018-11-30,115.5244
2018-12-31,115.1419
2019-01-31,117.437
2019-02-28,117.437
2019-03-31,118.2021
2019-04-30,119.3497
2019-05-31,120.1148
2019-06-30,120.8798
2019-07-31,122.0274
2019-08-31,122.4099
2019-09-30,123.175
2019-10-31,124.3226
2019-11-30,125.4702
2019-12-31,126.2353
2020-01-31,126.2353
2020-02-29,125.4702
2020-03-31,124.7051
2020-04-30,125.8527
2020-05-31,126.2353
2020-06-30,127.0003
2020-07-31,128.5304
2020-08-31,129.2955
2020-09-30,130.1179
2020-10-31,131.6603
2020-11-30,132.101
2020-12-31,130.8891
2021-01-31,130.22799999999998
2021-02-28,131.1094
2021-03-31,131.7705
2021-04-30,132.3214
2021-05-31,132.8723
2021-06-30,134.0842
2021-07-31,135.2961
2021-08-31,135.5165
2021-09-30,135.847
2021-10-31,137.6098
2021-11-30,138.4912
2021-12-31,138.1607
2022-01-31,137.8302
2022-02-28,137.72
2022-03-31,138.8218
2022-04-30,140.6947
2022-05-31,142.127
2022-06-30,142.3474
2022-07-31,143.1186
2022-08-31,143.4492
2022-09-30,144.6611
2022-10-31,145.9832
2022-11-30,145.9832
2022-12-31,145.7628
2023-01-31,146.3137
2023-02-28,146.2036
2023-03-31,146.8646
2023-04-30,147.8562
2023-05-31,148.4071
2023-06-30,150.2801
2023-07-31,153.9159
2023-08-31,153.365
2023-09-30,151.492
2023-10-31,152.4836
2023-11-30,153.2548
2023-12-31,152.9243
2024-01-31,153.0345
2024-02-29,153.365
2024-03-31,153.0345
2024-04-30,153.5853
2024-05-31,154.1362
2024-06-30,155.7889
2024-07-31,157.2212
2024-08-31,157.111
2024-09-30,157.8822
2024-10-31,159.2043
2024-11-30,159.2043
2024-12-31,158.3229
2025-01-31,157.772
2025-02-28,157.3313
2025-03-31,157.5517
